id,frame_index,modality,path,split
flame3_00029,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00029.JPG,flame3_cv_subset
flame3_00030,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00030.JPG,flame3_cv_subset
flame3_00031,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00031.JPG,flame3_cv_subset
flame3_00032,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00032.JPG,flame3_cv_subset
flame3_00033,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00033.JPG,flame3_cv_subset
flame3_00034,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00034.JPG,flame3_cv_subset
flame3_00035,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00035.JPG,flame3_cv_subset
flame3_00036,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00036.JPG,flame3_cv_subset
flame3_00037,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00037.JPG,flame3_cv_subset
flame3_00038,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00038.JPG,flame3_cv_subset
flame3_00039,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00039.JPG,flame3_cv_subset
flame3_00040,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00040.JPG,flame3_cv_subset
flame3_00041,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00041.JPG,flame3_cv_subset
flame3_00042,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00042.JPG,flame3_cv_subset
flame3_00043,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00043.JPG,flame3_cv_subset
flame3_00044,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00044.JPG,flame3_cv_subset
flame3_00045,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00045.JPG,flame3_cv_subset
flame3_00046,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00046.JPG,flame3_cv_subset
flame3_00047,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00047.JPG,flame3_cv_subset
flame3_00048,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00048.JPG,flame3_cv_subset
flame3_00049,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00049.JPG,flame3_cv_subset
flame3_00050,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00050.JPG,flame3_cv_subset
flame3_00051,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00051.JPG,flame3_cv_subset
flame3_00052,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00052.JPG,flame3_cv_subset
flame3_00053,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00053.JPG,flame3_cv_subset
flame3_00054,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00054.JPG,flame3_cv_subset
flame3_00055,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00055.JPG,flame3_cv_subset
flame3_00056,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00056.JPG,flame3_cv_subset
flame3_00057,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00057.JPG,flame3_cv_subset
flame3_00058,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00058.JPG,flame3_cv_subset
flame3_00059,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00059.JPG,flame3_cv_subset
flame3_00060,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00060.JPG,flame3_cv_subset
flame3_00061,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00061.JPG,flame3_cv_subset
flame3_00062,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00062.JPG,flame3_cv_subset
flame3_00063,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00063.JPG,flame3_cv_subset
flame3_00064,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00064.JPG,flame3_cv_subset
flame3_00065,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00065.JPG,flame3_cv_subset
flame3_00066,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00066.JPG,flame3_cv_subset
flame3_00067,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00067.JPG,flame3_cv_subset
flame3_00068,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00068.JPG,flame3_cv_subset
flame3_00069,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00069.JPG,flame3_cv_subset
flame3_00070,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00070.JPG,flame3_cv_subset
flame3_00071,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00071.JPG,flame3_cv_subset
flame3_00072,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00072.JPG,flame3_cv_subset
flame3_00073,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00073.JPG,flame3_cv_subset
flame3_00074,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00074.JPG,flame3_cv_subset
flame3_00075,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00075.JPG,flame3_cv_subset
flame3_00076,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00076.JPG,flame3_cv_subset
flame3_00077,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00077.JPG,flame3_cv_subset
flame3_00078,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00078.JPG,flame3_cv_subset
flame3_00079,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00079.JPG,flame3_cv_subset
flame3_00080,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00080.JPG,flame3_cv_subset
flame3_00081,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00081.JPG,flame3_cv_subset
flame3_00082,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00082.JPG,flame3_cv_subset
flame3_00083,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00083.JPG,flame3_cv_subset
flame3_00084,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00084.JPG,flame3_cv_subset
flame3_00085,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00085.JPG,flame3_cv_subset
flame3_00086,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00086.JPG,flame3_cv_subset
flame3_00087,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00087.JPG,flame3_cv_subset
flame3_00088,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00088.JPG,flame3_cv_subset
flame3_00089,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00089.JPG,flame3_cv_subset
flame3_00090,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00090.JPG,flame3_cv_subset
flame3_00091,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00091.JPG,flame3_cv_subset
flame3_00092,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00092.JPG,flame3_cv_subset
flame3_00093,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00093.JPG,flame3_cv_subset
flame3_00094,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00094.JPG,flame3_cv_subset
flame3_00095,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00095.JPG,flame3_cv_subset
flame3_00096,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00096.JPG,flame3_cv_subset
flame3_00097,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00097.JPG,flame3_cv_subset
flame3_00098,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00098.JPG,flame3_cv_subset
flame3_00099,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00099.JPG,flame3_cv_subset
flame3_00100,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00100.JPG,flame3_cv_subset
flame3_00101,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00101.JPG,flame3_cv_subset
flame3_00102,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00102.JPG,flame3_cv_subset
flame3_00103,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00103.JPG,flame3_cv_subset
flame3_00104,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00104.JPG,flame3_cv_subset
flame3_00105,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00105.JPG,flame3_cv_subset
flame3_00106,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00106.JPG,flame3_cv_subset
flame3_00107,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00107.JPG,flame3_cv_subset
flame3_00108,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00108.JPG,flame3_cv_subset
flame3_00109,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00109.JPG,flame3_cv_subset
flame3_00110,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00110.JPG,flame3_cv_subset
flame3_00111,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00111.JPG,flame3_cv_subset
flame3_00112,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00112.JPG,flame3_cv_subset
flame3_00113,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00113.JPG,flame3_cv_subset
flame3_00114,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00114.JPG,flame3_cv_subset
flame3_00115,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00115.JPG,flame3_cv_subset
flame3_00116,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00116.JPG,flame3_cv_subset
flame3_00117,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00117.JPG,flame3_cv_subset
flame3_00118,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00118.JPG,flame3_cv_subset
flame3_00119,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00119.JPG,flame3_cv_subset
flame3_00120,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00120.JPG,flame3_cv_subset
flame3_00121,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00121.JPG,flame3_cv_subset
flame3_00122,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00122.JPG,flame3_cv_subset
flame3_00123,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00123.JPG,flame3_cv_subset
flame3_00124,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00124.JPG,flame3_cv_subset
flame3_00125,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00125.JPG,flame3_cv_subset
flame3_00126,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00126.JPG,flame3_cv_subset
flame3_00127,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00127.JPG,flame3_cv_subset
flame3_00128,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00128.JPG,flame3_cv_subset
flame3_00129,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00129.JPG,flame3_cv_subset
flame3_00130,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00130.JPG,flame3_cv_subset
flame3_00131,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00131.JPG,flame3_cv_subset
flame3_00132,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00132.JPG,flame3_cv_subset
flame3_00133,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00133.JPG,flame3_cv_subset
flame3_00134,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00134.JPG,flame3_cv_subset
flame3_00135,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00135.JPG,flame3_cv_subset
flame3_00136,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00136.JPG,flame3_cv_subset
flame3_00137,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00137.JPG,flame3_cv_subset
flame3_00138,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00138.JPG,flame3_cv_subset
flame3_00139,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00139.JPG,flame3_cv_subset
flame3_00140,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00140.JPG,flame3_cv_subset
flame3_00141,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00141.JPG,flame3_cv_subset
flame3_00142,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00142.JPG,flame3_cv_subset
flame3_00143,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00143.JPG,flame3_cv_subset
flame3_00144,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00144.JPG,flame3_cv_subset
flame3_00145,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00145.JPG,flame3_cv_subset
flame3_00146,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00146.JPG,flame3_cv_subset
flame3_00147,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00147.JPG,flame3_cv_subset
flame3_00148,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00148.JPG,flame3_cv_subset
flame3_00149,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00149.JPG,flame3_cv_subset
flame3_00150,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00150.JPG,flame3_cv_subset
flame3_00151,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00151.JPG,flame3_cv_subset
flame3_00152,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00152.JPG,flame3_cv_subset
flame3_00153,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00153.JPG,flame3_cv_subset
flame3_00154,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00154.JPG,flame3_cv_subset
flame3_00155,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00155.JPG,flame3_cv_subset
flame3_00156,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00156.JPG,flame3_cv_subset
flame3_00157,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00157.JPG,flame3_cv_subset
flame3_00158,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00158.JPG,flame3_cv_subset
flame3_00159,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00159.JPG,flame3_cv_subset
flame3_00160,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00160.JPG,flame3_cv_subset
flame3_00161,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00161.JPG,flame3_cv_subset
flame3_00162,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00162.JPG,flame3_cv_subset
flame3_00163,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00163.JPG,flame3_cv_subset
flame3_00164,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00164.JPG,flame3_cv_subset
flame3_00165,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00165.JPG,flame3_cv_subset
flame3_00166,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00166.JPG,flame3_cv_subset
flame3_00167,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00167.JPG,flame3_cv_subset
flame3_00168,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00168.JPG,flame3_cv_subset
flame3_00169,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00169.JPG,flame3_cv_subset
flame3_00170,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00170.JPG,flame3_cv_subset
flame3_00171,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00171.JPG,flame3_cv_subset
flame3_00172,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00172.JPG,flame3_cv_subset
flame3_00173,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00173.JPG,flame3_cv_subset
flame3_00174,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00174.JPG,flame3_cv_subset
flame3_00175,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00175.JPG,flame3_cv_subset
flame3_00176,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00176.JPG,flame3_cv_subset
flame3_00177,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00177.JPG,flame3_cv_subset
flame3_00178,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00178.JPG,flame3_cv_subset
flame3_00179,-1,unknown,raw\flame3\FLAME 3 CV Dataset (Sycan Marsh)\Fire\RGB\Corrected FOV\00179.JPG,flame3_cv_subset
