split,frame_index,label_lama,label_baru
train,15178,2,2
train,15179,2,2
train,15405,2,2
train,15461,2,2
train,15702,2,2
train,15726,2,2
train,15768,2,2
train,15802,2,2
train,15887,2,2
train,15984,2,2
train,16091,2,2
train,16157,2,2
train,16206,2,2
train,16233,2,2
train,16271,2,2
train,16273,2,2
train,16275,2,2
train,16379,2,2
train,16605,2,2
train,16624,2,2
train,16659,2,2
train,16667,2,2
train,16697,2,2
train,16720,2,2
train,16931,2,2
train,17113,2,2
train,17237,2,2
train,17309,2,2
train,17325,2,2
train,17330,2,2
train,17372,2,2
train,17375,2,2
train,17389,2,2
train,17459,2,2
train,17637,2,2
train,17725,2,2
train,17766,2,2
train,17792,2,2
train,18036,2,2
train,18041,2,2
train,18044,2,2
train,18052,2,2
train,18264,2,2
train,18282,2,2
train,20504,2,2
train,20523,2,2
train,20534,2,2
train,20578,2,2
train,20592,2,2
train,20627,2,2
train,20648,2,2
train,21058,2,2
train,21153,2,2
train,21166,2,2
train,21170,2,2
train,21203,2,2
train,21249,2,2
train,21256,2,2
train,21397,2,2
train,21456,2,2
train,21498,2,2
train,21589,2,2
train,21645,2,2
train,21656,2,2
train,21679,2,2
train,21709,2,2
train,22041,2,2
train,22069,2,2
train,22090,2,2
train,22114,2,2
train,22121,2,2
train,22138,2,2
train,22150,2,2
train,22155,2,2
train,22217,2,2
train,22284,2,2
train,22306,2,2
train,22322,2,2
train,22331,2,2
train,22413,2,2
train,22491,2,2
train,22519,2,2
train,22661,2,2
train,22705,2,2
train,22714,2,2
train,22775,2,2
train,22776,2,2
train,22860,2,2
train,22870,2,2
train,22965,2,2
train,23005,2,2
train,23056,2,2
train,23068,2,2
train,23104,2,2
train,23162,2,2
train,23183,2,2
train,23236,2,2
train,23392,2,2
train,23738,2,2
train,23749,2,2
train,23826,2,2
train,23880,2,2
train,23935,2,2
train,23975,2,2
train,25352,2,2
train,25364,2,2
train,25369,2,2
train,25371,2,2
train,25618,2,2
train,25630,2,2
train,25711,2,2
train,25731,2,2
train,25817,2,2
train,26015,2,2
train,26032,2,2
train,26042,2,2
train,26076,2,2
train,26114,2,2
train,26141,2,2
train,26180,2,2
train,26219,2,2
train,26229,2,2
train,26247,2,2
train,26305,2,2
train,26924,2,2
train,26948,2,2
train,27099,2,2
train,27139,2,2
train,27171,2,2
train,27231,2,2
train,27294,2,2
train,27309,2,2
train,27346,2,2
train,27353,2,2
train,27465,2,2
train,27468,2,2
train,27745,2,2
train,27830,2,2
train,27989,2,2
train,28136,2,2
train,28146,2,2
train,28159,2,2
train,28303,2,2
train,28337,2,2
train,28375,2,2
train,28392,2,2
train,28437,2,2
train,28532,2,2
train,28600,2,2
train,28690,2,2
train,28798,2,2
train,28908,2,2
train,29009,2,2
train,29035,2,2
train,29055,2,2
train,29452,2,2
train,29501,2,2
train,29560,2,2
train,29601,2,2
train,29631,2,2
train,29705,2,2
train,29747,2,2
train,29854,2,2
train,29856,2,2
train,29863,2,2
train,29947,2,2
train,29958,2,2
train,30034,2,2
train,30045,2,2
train,30069,2,2
train,30126,2,2
train,30741,2,2
train,30752,2,2
train,30825,2,2
train,30904,2,2
train,31015,2,2
train,31028,2,2
train,31070,2,2
train,31085,2,2
train,31105,2,2
train,31189,2,2
train,31215,2,2
train,31521,2,2
train,31635,2,2
train,31648,2,2
train,31723,2,2
train,32009,2,2
train,32010,2,2
train,32045,2,2
train,32094,2,2
train,32107,2,2
train,32175,2,2
train,32219,2,2
train,32265,2,2
train,32304,2,2
train,32356,2,2
train,32549,2,2
train,32620,2,2
train,32771,2,2
train,32779,2,2
train,32837,2,2
train,32899,2,2
train,33198,2,2
train,33227,2,2
train,33238,2,2
train,33271,2,2
train,33356,2,2
train,33435,2,2
train,33578,2,2
train,33581,2,2
train,33596,2,2
train,33741,2,2
train,33768,2,2
train,33783,2,2
train,33974,2,2
train,34130,2,2
train,34287,2,2
train,34336,2,2
train,34670,2,2
train,34678,2,2
train,34768,2,2
train,34853,2,2
train,34888,2,2
train,34944,2,2
train,35012,2,2
train,35032,2,2
train,35063,2,2
train,35190,2,2
train,35227,2,2
train,35298,2,2
train,35347,2,2
train,35408,2,2
train,35416,2,2
train,35838,2,2
train,35900,2,2
train,36140,2,2
train,36164,2,2
train,36165,2,2
train,36205,2,2
train,36235,2,2
train,36397,2,2
train,36433,2,2
train,36475,2,2
train,36527,2,2
train,36573,2,2
train,36574,2,2
train,36605,2,2
train,36632,2,2
train,36640,2,2
train,37154,2,2
train,37179,2,2
train,37203,2,2
train,37217,2,2
train,37224,2,2
train,37326,2,2
train,37376,2,2
train,37395,2,2
train,37410,2,2
train,37448,2,2
train,37468,2,2
train,37580,2,2
train,37602,2,2
train,37662,2,2
train,37693,2,2
train,37734,2,2
train,37968,2,2
train,38094,2,2
train,38212,2,2
train,38252,2,2
train,38334,2,2
train,38355,2,2
train,38407,2,2
train,38569,2,2
train,38629,2,2
train,38654,2,2
train,38691,2,2
train,38769,2,2
train,38812,2,2
train,38858,2,2
train,39068,2,2
train,39295,2,2
train,39315,2,2
train,39442,2,2
train,39484,2,2
train,39542,2,2
train,39641,2,2
train,39705,2,2
train,39795,2,2
train,39826,2,2
train,39907,2,2
train,39964,2,2
train,39995,2,2
train,40040,2,2
train,40101,2,2
train,40160,2,2
train,40264,2,2
train,40383,2,2
train,40407,2,2
train,40525,2,2
train,40587,2,2
train,40777,2,2
train,40798,2,2
train,40878,2,2
train,40891,2,2
train,40896,2,2
train,40957,2,2
train,40965,2,2
train,40975,2,2
train,41078,2,2
train,41103,2,2
train,41136,2,2
train,41298,2,2
train,41494,2,2
train,41551,2,2
train,41566,2,2
train,41623,2,2
train,41640,2,2
train,41708,2,2
train,41725,2,2
train,41726,2,2
train,41738,2,2
train,41792,2,2
train,41815,2,2
train,41817,2,2
train,41826,2,2
train,41829,2,2
train,41860,2,2
train,42186,2,2
train,42204,2,2
train,42215,2,2
train,42216,2,2
train,42347,2,2
train,42418,2,2
train,42487,2,2
train,42509,2,2
train,42515,2,2
train,42524,2,2
train,42673,2,2
train,42700,2,2
train,42774,2,2
train,42781,2,2
train,42797,2,2
train,42819,2,2
train,43140,2,2
train,43176,2,2
train,43306,2,2
train,43316,2,2
train,43339,2,2
train,43379,2,2
train,43500,2,2
train,43543,2,2
train,43554,2,2
train,43579,2,2
train,43624,2,2
train,43673,2,2
train,43684,2,2
train,43685,2,2
train,43849,2,2
train,43884,2,2
train,44201,2,2
train,44273,2,2
train,44288,2,2
train,44289,2,2
train,44345,2,2
train,44349,2,2
train,44382,2,2
train,44471,2,2
train,44505,2,2
train,44570,2,2
train,44587,2,2
train,44589,2,2
train,44618,2,2
train,44624,2,2
train,44714,2,2
train,44890,2,2
train,44933,2,2
train,44946,2,2
train,44972,2,2
train,45225,2,2
train,45260,2,2
train,45316,2,2
train,45345,2,2
train,45383,2,2
train,45395,2,2
train,45403,2,2
train,45490,2,2
train,45521,2,2
train,45548,2,2
train,45581,2,2
train,45591,2,2
train,46061,2,2
train,46085,2,2
train,46106,2,2
train,46152,2,2
train,46169,2,2
train,46202,2,2
train,46282,2,2
train,46400,2,2
train,46445,2,2
train,46455,2,2
train,46494,2,1
val,10758,0,0
val,10881,0,0
val,10903,0,0
val,10908,0,0
val,10915,0,0
val,116,0,0
val,11837,0,0
val,11853,0,0
val,12114,0,0
val,12269,0,0
val,12285,0,0
val,13111,0,0
val,13150,0,0
val,1322,0,0
val,13225,0,0
val,13273,0,0
val,13319,0,0
val,1434,0,0
val,14340,2,2
val,14355,2,2
val,14391,2,2
val,14412,2,2
val,14432,2,2
val,1477,0,0
val,1500,0,0
val,1501,0,0
val,15183,2,2
val,15197,2,2
val,15201,2,2
val,15242,2,2
val,15341,2,2
val,16470,2,2
val,16503,2,2
val,16516,2,2
val,16565,2,2
val,16584,2,2
val,167,0,0
val,17473,2,2
val,17502,2,2
val,17535,2,2
val,17548,2,2
val,17580,2,2
val,181,0,0
val,18637,2,2
val,18809,2,2
val,18830,2,2
val,18842,2,2
val,19059,2,2
val,19840,2,2
val,20011,2,2
val,20028,2,2
val,20037,2,2
val,20058,2,2
val,205,0,0
val,20701,2,2
val,20785,2,2
val,20870,2,2
val,20990,2,2
val,21015,2,2
val,21790,2,2
val,21801,2,2
val,21851,2,2
val,21861,2,2
val,21896,2,2
val,22537,2,2
val,22550,2,2
val,22593,2,2
val,22597,2,2
val,22656,2,2
val,23440,2,2
val,23551,2,2
val,23562,2,2
val,23564,2,2
val,23703,2,2
val,246,0,0
val,24635,2,2
val,24768,2,2
val,24784,2,2
val,24839,2,2
val,24845,2,2
val,25375,2,2
val,25387,2,2
val,25455,2,2
val,25493,2,2
val,25496,2,2
val,2603,0,0
val,26420,2,2
val,26454,2,2
val,26467,2,2
val,2654,0,0
val,26554,2,2
val,26793,2,2
val,28024,2,2
val,28051,2,2
val,2806,0,0
val,28075,2,2
val,2808,0,0
val,28098,2,2
val,28132,2,2
val,2856,0,0
val,29071,2,2
val,29153,2,2
val,29202,2,2
val,29439,2,2
val,29446,2,2
val,30217,2,2
val,30258,2,2
val,30450,2,2
val,30704,2,2
val,30733,2,2
val,31800,2,2
val,31805,2,2
val,31874,2,2
val,31909,2,2
val,31964,2,2
val,32914,2,2
val,32934,2,2
val,32956,2,2
val,32964,2,2
val,32989,2,2
val,34487,2,2
val,34495,2,2
val,34518,2,2
val,34560,2,2
val,34576,2,2
val,35482,2,2
val,35513,2,2
val,35594,2,2
val,35688,2,2
val,35751,2,2
val,36677,2,2
val,36748,2,2
val,36769,2,2
val,36949,2,2
val,36963,2,2
val,3739,0,0
val,3741,0,0
val,3766,0,0
val,37740,2,2
val,37768,2,2
val,37773,2,2
val,37813,2,2
val,37916,2,2
val,3845,0,0
val,39112,2,2
val,39114,2,2
val,39135,2,2
val,39174,2,2
val,39277,2,2
val,40315,2,2
val,40339,2,2
val,40346,2,2
val,40349,2,2
val,40374,2,2
val,4052,0,0
val,41305,2,2
val,41393,2,2
val,41412,2,2
val,41465,2,2
val,41476,2,2
val,41962,2,2
val,41970,2,2
val,41990,2,2
val,42000,2,2
val,42038,2,2
val,42886,2,2
val,42898,2,2
val,42920,2,2
val,43025,2,2
val,43125,2,2
val,44056,2,2
val,44063,2,2
val,44080,2,2
val,44082,2,2
val,44155,2,2
val,44738,2,2
val,44783,2,2
val,44786,2,2
val,44801,2,2
val,44825,2,2
val,45771,2,2
val,45802,2,2
val,46026,2,2
val,46031,2,2
val,46048,2,2
val,46787,2,2
val,46806,2,2
val,46830,2,2
val,46889,2,2
val,46917,2,2
val,47621,2,2
val,47643,2,2
val,47647,2,2
val,47700,2,2
val,47771,2,2
val,48759,2,1
val,48796,2,1
val,48841,2,1
val,48861,2,1
val,49016,2,2
val,4975,0,0
val,49917,2,2
val,49962,2,2
val,50011,2,2
val,50057,2,2
val,50181,2,2
val,5054,0,0
val,50904,2,2
val,51140,2,2
val,51168,2,2
val,5121,0,0
val,51231,2,2
val,51255,2,2
val,5136,0,0
val,52046,2,2
val,52053,2,2
val,52090,2,2
val,5216,0,0
val,52162,2,2
val,52200,2,2
val,6145,0,0
val,6194,0,0
val,6254,0,0
val,6346,0,0
val,6393,0,0
val,7211,0,0
val,7212,0,0
val,7215,0,0
val,7237,0,0
val,7273,0,0
val,8351,0,0
val,8441,0,0
val,8461,0,0
val,8597,0,0
val,8622,0,0
val,9597,0,0
val,9715,0,0
val,9775,0,0
val,9826,0,0
val,9841,0,0
test,378,0,0
test,384,0,0
test,763,0,0
test,792,0,0
test,865,0,0
test,885,0,0
test,938,0,0
test,955,0,0
test,1010,0,0
test,1037,0,0
test,1181,0,0
test,1226,0,0
test,1234,0,0
test,1270,0,0
test,1303,0,0
test,1546,0,0
test,1614,0,0
test,1721,0,0
test,1937,0,0
test,1949,0,0
test,1988,0,0
test,2077,0,0
test,2125,0,0
test,2149,0,0
test,2176,0,0
test,2308,0,0
test,2372,0,0
test,2494,0,0
test,2513,0,0
test,2521,0,0
test,2534,0,0
test,2951,0,0
test,2974,0,0
test,2986,0,0
test,3037,0,0
test,3103,0,0
test,3149,0,0
test,3250,0,0
test,3355,0,0
test,3359,0,0
test,3422,0,0
test,3430,0,0
test,3431,0,0
test,3517,0,0
test,3649,0,0
test,3660,0,0
test,3726,0,0
test,4107,0,0
test,4150,0,0
test,4169,0,0
test,48182,2,2
test,48229,2,2
test,48262,2,2
test,48358,2,1
test,48376,2,1
test,48462,2,1
test,48576,2,1
test,48597,2,1
test,48683,2,1
test,49053,2,2
test,49154,2,2
test,49316,2,2
test,49324,2,2
test,49344,2,2
test,49351,2,1
test,49373,2,2
test,49393,2,1
test,49434,2,1
test,49456,2,1
test,49581,2,1
test,49613,2,1
test,49673,2,1
test,49731,2,1
test,49766,2,1
test,49872,2,2
test,50185,2,2
test,50271,2,2
test,50274,2,2
test,50396,2,2
test,50410,2,2
test,50427,2,2
test,50473,2,2
test,50484,2,2
test,50554,2,2
test,50657,2,2
test,50671,2,2
test,50672,2,2
test,50803,2,2
test,50816,2,2
test,50865,2,2
test,51279,2,2
test,51321,2,2
test,51381,2,2
test,51536,2,2
test,51546,2,2
test,51578,2,2
test,51611,2,2
test,51639,2,2
test,51762,2,2
test,51866,2,2
test,51903,2,2
test,51942,2,2
test,51948,2,2
test,51950,2,2
test,51993,2,2
test,52031,2,2
test,52259,2,2
test,52373,2,2
test,52502,2,2
test,52558,2,2
test,52811,2,2
test,52812,2,2
test,52855,2,2
test,52914,2,2
test,53024,2,2
test,53046,2,2
test,53137,2,2
test,53148,2,2
test,53164,2,2
test,18323,2,2
test,18538,2,2
test,18544,2,2
test,18577,2,2
test,18620,2,2
test,19166,2,2
test,19222,2,2
test,19274,2,2
test,19317,2,2
test,19318,2,2
test,19336,2,2
test,19497,2,2
test,19503,2,2
test,19509,2,2
test,19512,2,2
test,19521,2,2
test,19572,2,2
test,19601,2,2
test,19620,2,2
test,19630,2,2
test,19728,2,2
test,20103,2,2
test,20113,2,2
test,20168,2,2
test,20194,2,2
test,20195,2,2
test,20339,2,2
test,20367,2,2
test,20382,2,2
test,20400,2,2
test,53262,2,2
test,53364,2,2
test,53385,2,2
test,24138,2,2
test,24144,2,2
test,24153,2,2
test,24418,2,2
test,24435,2,2
test,24488,2,2
test,24542,2,2
test,24555,2,2
test,24618,2,2
test,24912,2,2
test,24913,2,2
test,24927,2,2
test,24988,2,2
test,25136,2,2
test,25176,2,2
test,25208,2,2
test,25221,2,2
test,25229,2,2
test,25272,2,2
test,25280,2,2
test,25328,2,2
test,46606,2,1
test,46623,2,1
test,46691,2,1
test,46776,2,1
test,46937,2,2
test,46956,2,2
test,46967,2,2
test,47028,2,2
test,47076,2,2
test,47221,2,2
test,47243,2,1
test,47249,2,1
test,47267,2,1
test,47383,2,1
test,47394,2,1
test,47490,2,1
test,47566,2,2
test,47581,2,2
test,47598,2,2
test,47777,2,2
test,47850,2,2
test,47890,2,2
test,47932,2,1
test,48021,2,1
test,48050,2,1
test,48102,2,1
test,46538,2,1
