id,frame_index,modality,path,split
rffnet_train_ir_6599,6599,ir,raw\rffnet\data\FLAME2\images\img_ir_(6599).png,train
rffnet_train_rgb_6620,6620,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(6620).png,train
rffnet_train_ir_6620,6620,ir,raw\rffnet\data\FLAME2\images\img_ir_(6620).png,train
rffnet_train_rgb_6674,6674,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(6674).png,train
rffnet_train_ir_6674,6674,ir,raw\rffnet\data\FLAME2\images\img_ir_(6674).png,train
rffnet_train_rgb_6687,6687,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(6687).png,train
rffnet_train_ir_6687,6687,ir,raw\rffnet\data\FLAME2\images\img_ir_(6687).png,train
rffnet_train_rgb_6694,6694,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(6694).png,train
rffnet_train_ir_6694,6694,ir,raw\rffnet\data\FLAME2\images\img_ir_(6694).png,train
rffnet_train_rgb_6789,6789,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(6789).png,train
rffnet_train_ir_6789,6789,ir,raw\rffnet\data\FLAME2\images\img_ir_(6789).png,train
rffnet_train_rgb_6871,6871,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(6871).png,train
rffnet_train_ir_6871,6871,ir,raw\rffnet\data\FLAME2\images\img_ir_(6871).png,train
rffnet_train_rgb_6914,6914,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(6914).png,train
rffnet_train_ir_6914,6914,ir,raw\rffnet\data\FLAME2\images\img_ir_(6914).png,train
rffnet_train_rgb_6943,6943,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(6943).png,train
rffnet_train_ir_6943,6943,ir,raw\rffnet\data\FLAME2\images\img_ir_(6943).png,train
rffnet_train_rgb_7005,7005,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7005).png,train
rffnet_train_ir_7005,7005,ir,raw\rffnet\data\FLAME2\images\img_ir_(7005).png,train
rffnet_train_rgb_7064,7064,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7064).png,train
rffnet_train_ir_7064,7064,ir,raw\rffnet\data\FLAME2\images\img_ir_(7064).png,train
rffnet_train_rgb_7066,7066,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7066).png,train
rffnet_train_ir_7066,7066,ir,raw\rffnet\data\FLAME2\images\img_ir_(7066).png,train
rffnet_train_rgb_7078,7078,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7078).png,train
rffnet_train_ir_7078,7078,ir,raw\rffnet\data\FLAME2\images\img_ir_(7078).png,train
rffnet_train_rgb_7280,7280,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7280).png,train
rffnet_train_ir_7280,7280,ir,raw\rffnet\data\FLAME2\images\img_ir_(7280).png,train
rffnet_train_rgb_7493,7493,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7493).png,train
rffnet_train_ir_7493,7493,ir,raw\rffnet\data\FLAME2\images\img_ir_(7493).png,train
rffnet_train_rgb_7521,7521,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7521).png,train
rffnet_train_ir_7521,7521,ir,raw\rffnet\data\FLAME2\images\img_ir_(7521).png,train
rffnet_train_rgb_7606,7606,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7606).png,train
rffnet_train_ir_7606,7606,ir,raw\rffnet\data\FLAME2\images\img_ir_(7606).png,train
rffnet_train_rgb_7620,7620,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7620).png,train
rffnet_train_ir_7620,7620,ir,raw\rffnet\data\FLAME2\images\img_ir_(7620).png,train
rffnet_train_rgb_7628,7628,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7628).png,train
rffnet_train_ir_7628,7628,ir,raw\rffnet\data\FLAME2\images\img_ir_(7628).png,train
rffnet_train_rgb_7660,7660,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7660).png,train
rffnet_train_ir_7660,7660,ir,raw\rffnet\data\FLAME2\images\img_ir_(7660).png,train
rffnet_train_rgb_7729,7729,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7729).png,train
rffnet_train_ir_7729,7729,ir,raw\rffnet\data\FLAME2\images\img_ir_(7729).png,train
rffnet_train_rgb_7801,7801,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7801).png,train
rffnet_train_ir_7801,7801,ir,raw\rffnet\data\FLAME2\images\img_ir_(7801).png,train
rffnet_train_rgb_7957,7957,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7957).png,train
rffnet_train_ir_7957,7957,ir,raw\rffnet\data\FLAME2\images\img_ir_(7957).png,train
rffnet_train_rgb_7960,7960,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(7960).png,train
rffnet_train_ir_7960,7960,ir,raw\rffnet\data\FLAME2\images\img_ir_(7960).png,train
rffnet_train_rgb_8042,8042,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8042).png,train
rffnet_train_ir_8042,8042,ir,raw\rffnet\data\FLAME2\images\img_ir_(8042).png,train
rffnet_train_rgb_8108,8108,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8108).png,train
rffnet_train_ir_8108,8108,ir,raw\rffnet\data\FLAME2\images\img_ir_(8108).png,train
rffnet_train_rgb_8144,8144,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8144).png,train
rffnet_train_ir_8144,8144,ir,raw\rffnet\data\FLAME2\images\img_ir_(8144).png,train
rffnet_train_rgb_8317,8317,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8317).png,train
rffnet_train_ir_8317,8317,ir,raw\rffnet\data\FLAME2\images\img_ir_(8317).png,train
rffnet_train_rgb_8664,8664,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8664).png,train
rffnet_train_ir_8664,8664,ir,raw\rffnet\data\FLAME2\images\img_ir_(8664).png,train
rffnet_train_rgb_8678,8678,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8678).png,train
rffnet_train_ir_8678,8678,ir,raw\rffnet\data\FLAME2\images\img_ir_(8678).png,train
rffnet_train_rgb_8732,8732,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8732).png,train
rffnet_train_ir_8732,8732,ir,raw\rffnet\data\FLAME2\images\img_ir_(8732).png,train
rffnet_train_rgb_8933,8933,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8933).png,train
rffnet_train_ir_8933,8933,ir,raw\rffnet\data\FLAME2\images\img_ir_(8933).png,train
rffnet_train_rgb_8960,8960,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8960).png,train
rffnet_train_ir_8960,8960,ir,raw\rffnet\data\FLAME2\images\img_ir_(8960).png,train
rffnet_train_rgb_8972,8972,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8972).png,train
rffnet_train_ir_8972,8972,ir,raw\rffnet\data\FLAME2\images\img_ir_(8972).png,train
rffnet_train_rgb_8980,8980,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(8980).png,train
rffnet_train_ir_8980,8980,ir,raw\rffnet\data\FLAME2\images\img_ir_(8980).png,train
rffnet_train_rgb_9001,9001,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9001).png,train
rffnet_train_ir_9001,9001,ir,raw\rffnet\data\FLAME2\images\img_ir_(9001).png,train
rffnet_train_rgb_9020,9020,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9020).png,train
rffnet_train_ir_9020,9020,ir,raw\rffnet\data\FLAME2\images\img_ir_(9020).png,train
rffnet_train_rgb_9066,9066,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9066).png,train
rffnet_train_ir_9066,9066,ir,raw\rffnet\data\FLAME2\images\img_ir_(9066).png,train
rffnet_train_rgb_9153,9153,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9153).png,train
rffnet_train_ir_9153,9153,ir,raw\rffnet\data\FLAME2\images\img_ir_(9153).png,train
rffnet_train_rgb_9229,9229,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9229).png,train
rffnet_train_ir_9229,9229,ir,raw\rffnet\data\FLAME2\images\img_ir_(9229).png,train
rffnet_train_rgb_9233,9233,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9233).png,train
rffnet_train_ir_9233,9233,ir,raw\rffnet\data\FLAME2\images\img_ir_(9233).png,train
rffnet_train_rgb_9336,9336,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9336).png,train
rffnet_train_ir_9336,9336,ir,raw\rffnet\data\FLAME2\images\img_ir_(9336).png,train
rffnet_train_rgb_9384,9384,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9384).png,train
rffnet_train_ir_9384,9384,ir,raw\rffnet\data\FLAME2\images\img_ir_(9384).png,train
rffnet_train_rgb_9549,9549,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9549).png,train
rffnet_train_ir_9549,9549,ir,raw\rffnet\data\FLAME2\images\img_ir_(9549).png,train
rffnet_train_rgb_9861,9861,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9861).png,train
rffnet_train_ir_9861,9861,ir,raw\rffnet\data\FLAME2\images\img_ir_(9861).png,train
rffnet_train_rgb_9903,9903,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9903).png,train
rffnet_train_ir_9903,9903,ir,raw\rffnet\data\FLAME2\images\img_ir_(9903).png,train
rffnet_train_rgb_9940,9940,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(9940).png,train
rffnet_train_ir_9940,9940,ir,raw\rffnet\data\FLAME2\images\img_ir_(9940).png,train
rffnet_train_rgb_10138,10138,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10138).png,train
rffnet_train_ir_10138,10138,ir,raw\rffnet\data\FLAME2\images\img_ir_(10138).png,train
rffnet_train_rgb_10141,10141,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10141).png,train
rffnet_train_ir_10141,10141,ir,raw\rffnet\data\FLAME2\images\img_ir_(10141).png,train
rffnet_train_rgb_10230,10230,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10230).png,train
rffnet_train_ir_10230,10230,ir,raw\rffnet\data\FLAME2\images\img_ir_(10230).png,train
rffnet_train_rgb_10236,10236,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10236).png,train
rffnet_train_ir_10236,10236,ir,raw\rffnet\data\FLAME2\images\img_ir_(10236).png,train
rffnet_train_rgb_10273,10273,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10273).png,train
rffnet_train_ir_10273,10273,ir,raw\rffnet\data\FLAME2\images\img_ir_(10273).png,train
rffnet_train_rgb_10341,10341,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10341).png,train
rffnet_train_ir_10341,10341,ir,raw\rffnet\data\FLAME2\images\img_ir_(10341).png,train
rffnet_train_rgb_10417,10417,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10417).png,train
rffnet_train_ir_10417,10417,ir,raw\rffnet\data\FLAME2\images\img_ir_(10417).png,train
rffnet_train_rgb_10445,10445,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10445).png,train
rffnet_train_ir_10445,10445,ir,raw\rffnet\data\FLAME2\images\img_ir_(10445).png,train
rffnet_train_rgb_10614,10614,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10614).png,train
rffnet_train_ir_10614,10614,ir,raw\rffnet\data\FLAME2\images\img_ir_(10614).png,train
rffnet_train_rgb_10679,10679,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10679).png,train
rffnet_train_ir_10679,10679,ir,raw\rffnet\data\FLAME2\images\img_ir_(10679).png,train
rffnet_train_rgb_10692,10692,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10692).png,train
rffnet_train_ir_10692,10692,ir,raw\rffnet\data\FLAME2\images\img_ir_(10692).png,train
rffnet_train_rgb_10694,10694,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10694).png,train
rffnet_train_ir_10694,10694,ir,raw\rffnet\data\FLAME2\images\img_ir_(10694).png,train
rffnet_train_rgb_10698,10698,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10698).png,train
rffnet_train_ir_10698,10698,ir,raw\rffnet\data\FLAME2\images\img_ir_(10698).png,train
rffnet_train_rgb_10923,10923,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10923).png,train
rffnet_train_ir_10923,10923,ir,raw\rffnet\data\FLAME2\images\img_ir_(10923).png,train
rffnet_train_rgb_10977,10977,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10977).png,train
rffnet_train_ir_10977,10977,ir,raw\rffnet\data\FLAME2\images\img_ir_(10977).png,train
rffnet_train_rgb_10996,10996,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(10996).png,train
rffnet_train_ir_10996,10996,ir,raw\rffnet\data\FLAME2\images\img_ir_(10996).png,train
rffnet_train_rgb_11001,11001,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11001).png,train
rffnet_train_ir_11001,11001,ir,raw\rffnet\data\FLAME2\images\img_ir_(11001).png,train
rffnet_train_rgb_11009,11009,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11009).png,train
rffnet_train_ir_11009,11009,ir,raw\rffnet\data\FLAME2\images\img_ir_(11009).png,train
rffnet_train_rgb_11017,11017,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11017).png,train
rffnet_train_ir_11017,11017,ir,raw\rffnet\data\FLAME2\images\img_ir_(11017).png,train
rffnet_train_rgb_11099,11099,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11099).png,train
rffnet_train_ir_11099,11099,ir,raw\rffnet\data\FLAME2\images\img_ir_(11099).png,train
rffnet_train_rgb_11132,11132,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11132).png,train
rffnet_train_ir_11132,11132,ir,raw\rffnet\data\FLAME2\images\img_ir_(11132).png,train
rffnet_train_rgb_11196,11196,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11196).png,train
rffnet_train_ir_11196,11196,ir,raw\rffnet\data\FLAME2\images\img_ir_(11196).png,train
rffnet_train_rgb_11216,11216,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11216).png,train
rffnet_train_ir_11216,11216,ir,raw\rffnet\data\FLAME2\images\img_ir_(11216).png,train
rffnet_train_rgb_11438,11438,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11438).png,train
rffnet_train_ir_11438,11438,ir,raw\rffnet\data\FLAME2\images\img_ir_(11438).png,train
rffnet_train_rgb_11454,11454,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11454).png,train
rffnet_train_ir_11454,11454,ir,raw\rffnet\data\FLAME2\images\img_ir_(11454).png,train
rffnet_train_rgb_11485,11485,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11485).png,train
rffnet_train_ir_11485,11485,ir,raw\rffnet\data\FLAME2\images\img_ir_(11485).png,train
rffnet_train_rgb_11579,11579,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11579).png,train
rffnet_train_ir_11579,11579,ir,raw\rffnet\data\FLAME2\images\img_ir_(11579).png,train
rffnet_train_rgb_11706,11706,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(11706).png,train
rffnet_train_ir_11706,11706,ir,raw\rffnet\data\FLAME2\images\img_ir_(11706).png,train
rffnet_train_rgb_12350,12350,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12350).png,train
rffnet_train_ir_12350,12350,ir,raw\rffnet\data\FLAME2\images\img_ir_(12350).png,train
rffnet_train_rgb_12356,12356,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12356).png,train
rffnet_train_ir_12356,12356,ir,raw\rffnet\data\FLAME2\images\img_ir_(12356).png,train
rffnet_train_rgb_12428,12428,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12428).png,train
rffnet_train_ir_12428,12428,ir,raw\rffnet\data\FLAME2\images\img_ir_(12428).png,train
rffnet_train_rgb_12437,12437,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12437).png,train
rffnet_train_ir_12437,12437,ir,raw\rffnet\data\FLAME2\images\img_ir_(12437).png,train
rffnet_train_rgb_12441,12441,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12441).png,train
rffnet_train_ir_12441,12441,ir,raw\rffnet\data\FLAME2\images\img_ir_(12441).png,train
rffnet_train_rgb_12486,12486,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12486).png,train
rffnet_train_ir_12486,12486,ir,raw\rffnet\data\FLAME2\images\img_ir_(12486).png,train
rffnet_train_rgb_12505,12505,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12505).png,train
rffnet_train_ir_12505,12505,ir,raw\rffnet\data\FLAME2\images\img_ir_(12505).png,train
rffnet_train_rgb_12716,12716,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12716).png,train
rffnet_train_ir_12716,12716,ir,raw\rffnet\data\FLAME2\images\img_ir_(12716).png,train
rffnet_train_rgb_12738,12738,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12738).png,train
rffnet_train_ir_12738,12738,ir,raw\rffnet\data\FLAME2\images\img_ir_(12738).png,train
rffnet_train_rgb_12746,12746,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12746).png,train
rffnet_train_ir_12746,12746,ir,raw\rffnet\data\FLAME2\images\img_ir_(12746).png,train
rffnet_train_rgb_12820,12820,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12820).png,train
rffnet_train_ir_12820,12820,ir,raw\rffnet\data\FLAME2\images\img_ir_(12820).png,train
rffnet_train_rgb_12826,12826,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12826).png,train
rffnet_train_ir_12826,12826,ir,raw\rffnet\data\FLAME2\images\img_ir_(12826).png,train
rffnet_train_rgb_12874,12874,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12874).png,train
rffnet_train_ir_12874,12874,ir,raw\rffnet\data\FLAME2\images\img_ir_(12874).png,train
rffnet_train_rgb_12908,12908,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12908).png,train
rffnet_train_ir_12908,12908,ir,raw\rffnet\data\FLAME2\images\img_ir_(12908).png,train
rffnet_train_rgb_12954,12954,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(12954).png,train
rffnet_train_ir_12954,12954,ir,raw\rffnet\data\FLAME2\images\img_ir_(12954).png,train
rffnet_train_rgb_13027,13027,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13027).png,train
rffnet_train_ir_13027,13027,ir,raw\rffnet\data\FLAME2\images\img_ir_(13027).png,train
rffnet_train_rgb_13328,13328,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13328).png,train
rffnet_train_ir_13328,13328,ir,raw\rffnet\data\FLAME2\images\img_ir_(13328).png,train
rffnet_train_rgb_13346,13346,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13346).png,train
rffnet_train_ir_13346,13346,ir,raw\rffnet\data\FLAME2\images\img_ir_(13346).png,train
rffnet_train_rgb_13377,13377,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13377).png,train
rffnet_train_ir_13377,13377,ir,raw\rffnet\data\FLAME2\images\img_ir_(13377).png,train
rffnet_train_rgb_13641,13641,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13641).png,train
rffnet_train_ir_13641,13641,ir,raw\rffnet\data\FLAME2\images\img_ir_(13641).png,train
rffnet_train_rgb_13644,13644,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13644).png,train
rffnet_train_ir_13644,13644,ir,raw\rffnet\data\FLAME2\images\img_ir_(13644).png,train
rffnet_train_rgb_13707,13707,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13707).png,train
rffnet_train_ir_13707,13707,ir,raw\rffnet\data\FLAME2\images\img_ir_(13707).png,train
rffnet_train_rgb_13801,13801,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13801).png,train
rffnet_train_ir_13801,13801,ir,raw\rffnet\data\FLAME2\images\img_ir_(13801).png,train
rffnet_train_rgb_13846,13846,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13846).png,train
rffnet_train_ir_13846,13846,ir,raw\rffnet\data\FLAME2\images\img_ir_(13846).png,train
rffnet_train_rgb_13868,13868,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13868).png,train
rffnet_train_ir_13868,13868,ir,raw\rffnet\data\FLAME2\images\img_ir_(13868).png,train
rffnet_train_rgb_13947,13947,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(13947).png,train
rffnet_train_ir_13947,13947,ir,raw\rffnet\data\FLAME2\images\img_ir_(13947).png,train
rffnet_train_rgb_14012,14012,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(14012).png,train
rffnet_train_ir_14012,14012,ir,raw\rffnet\data\FLAME2\images\img_ir_(14012).png,train
rffnet_train_rgb_14022,14022,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(14022).png,train
rffnet_train_ir_14022,14022,ir,raw\rffnet\data\FLAME2\images\img_ir_(14022).png,train
rffnet_train_rgb_14025,14025,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(14025).png,train
rffnet_train_ir_14025,14025,ir,raw\rffnet\data\FLAME2\images\img_ir_(14025).png,train
rffnet_train_rgb_14180,14180,rgb,raw\rffnet\data\FLAME2\images\img_rgb_(14180).png,train
